FireId,Organization,RegionState,RegionStateName,ReportingUnitId,ReportingUnitName,CalendarYear,FiscalYear,FireNumber,FireCode,FireName,FireTypePr,FireType,ProtectionType,CompletionCode,IndexTime,IndexTimeSource,SizeClass,LastModified,CauseCategory,Reimbursable,BurningIndex,Nrvc,Area,AreaName,Owner,MergedFire,ParentFire,OriginAccuracy,LocationMethod,CoordinateType,Datum,LatitudeDD,LongitudeDD,LatitudeDMS,LongitudeDMS,LatitudeEntered,LongitudeEntered,LatitudeNAD83,LongitudeNAD83,UtmZone,UtmEasting,UtmNorthing,StartDate,DetectionType,StartAcres,InitialAttackTime,InitialAttackAcres,ContainedTime,ContainedAcres,ControlDate,ControlAcres,OutDate,Topography,Aspect,Slope,Elevation,Station,FbpsFuelModel,MsgcModel,MsgcSlope,MsgcGrass,MsgcClimate,SpecialArea,WildlandUrban,IntersectFuels,AddToNFPORS,Total-Structures,Residence-Structures,Other-Structures,AuthorizedByName,AuthorizedByTitle,AuthorizedDate,EnteredByName,EnteredByTitle,EnteredDate,ProvidedByName,ProvidedByTitle,ProvidedDate,CostAccountingCode,Assist-BillNumber,Assist-CollectionContact,Assist-AmountBilled,Assist-BilledDate,Assist-AmountCollected,Assist-CollectedDate,Fuel-ProjectNumber,Fuel-NfporsTreatmentNumber,Fuel-Escape,Fuel-EscapeFireNumber,Fuel-CostPerAcre,Fuel-FiringTypeStrategy,Fuel-FiringTypeMethod,Fuel-TreatmentComplexity,Fuel-1-Objective,Fuel-2-Objective,Fuel-3-Objective,Trespass-GeneralCause,Trespass-SpecificCause,Trespass-OtherCause,Trespass-People,Trespass-Status,Trespass-AuthorizedByName,Trespass-AuthorizedByTitle,Trespass-Reason,Trespass-CaseNumber,Trespass-AmountBilled,Trespass-BilledDate,Trespass-AmountRecovered,Trespass-RecoveredDate,Trespass-AmountToOrganization,Trespass-ToOrganizationDate,Trespass-Investigated,Trespass-Suspect,Trespass-SuspectType,Ecology-1-FireRegimeGroup,Ecology-1-PreFireConditionClass,Ecology-1-PostFireConditionClass,Ecology-1-Acres,Ecology-2-FireRegimeGroup,Ecology-2-PreFireConditionClass,Ecology-2-PostFireConditionClass,Ecology-2-Acres,Ecology-3-FireRegimeGroup,Ecology-3-PreFireConditionClass,Ecology-3-PostFireConditionClass,Ecology-3-Acres,Ecology-4-FireRegimeGroup,Ecology-4-PreFireConditionClass,Ecology-4-PostFireConditionClass,Ecology-4-Acres,Ecology-5-FireRegimeGroup,Ecology-5-PreFireConditionClass,Ecology-5-PostFireConditionClass,Ecology-5-Acres,InitialAttack-1-ResourceType,InitialAttack-1-Amount,InitialAttack-2-ResourceType,InitialAttack-2-Amount,InitialAttack-3-ResourceType,InitialAttack-3-Amount,InitialAttack-4-ResourceType,InitialAttack-4-Amount,InitialAttack-5-ResourceType,InitialAttack-5-Amount,Statistics-1-State,Statistics-1-County,Statistics-1-Owner,Statistics-1-VegType,Statistics-1-Acres,Statistics-2-State,Statistics-2-County,Statistics-2-Owner,Statistics-2-VegType,Statistics-2-Acres,Statistics-3-State,Statistics-3-County,Statistics-3-Owner,Statistics-3-VegType,Statistics-3-Acres,Statistics-4-State,Statistics-4-County,Statistics-4-Owner,Statistics-4-VegType,Statistics-4-Acres,Statistics-5-State,Statistics-5-County,Statistics-5-Owner,Statistics-5-VegType,Statistics-5-Acres,Statistics-6-State,Statistics-6-County,Statistics-6-Owner,Statistics-6-VegType,Statistics-6-Acres,Statistics-7-State,Statistics-7-County,Statistics-7-Owner,Statistics-7-VegType,Statistics-7-Acres,Statistics-8-State,Statistics-8-County,Statistics-8-Owner,Statistics-8-VegType,Statistics-8-Acres
230386,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7540,,JOHNNY BUC,49,4,9,Incomplete,6/6/1975 13:09,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.524585,-81.179249,31:28.5,-81:10:45.30,25.524585,-81.179249,25.524585,-81.179249,17,481989.6,2823048.5,6/6/1975,L,1,,,,,,1,6/6/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230387,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7541,,FARMLAND UT1,48,4,8,Incomplete,6/11/1975 0:00,Start,B,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.371111,-80.623228,22:16.0,-80:37:23.62,25.371111,-80.623228,25.371111,-80.623228,17,537905.1,2806094.8,6/11/1975,,,,,,,,2,6/11/1975,9,0,1,0,86702,3,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,16,1,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230388,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7542,,FISH HOOK,49,4,9,Incomplete,6/13/1975 16:00,Start,C,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.373876,-80.740963,22:25.9,-80:44:27.47,25.373876,-80.740963,25.373876,-80.740963,17,526059.8,2806372.8,6/13/1975,L,1,,,,,,12,6/13/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230389,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7543,,ROYAL PALM,49,4,9,Incomplete,6/13/1975 16:00,Start,C,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.392191,-80.780765,23:31.9,-80:46:50.75,25.392191,-80.780765,25.392192,-80.780765,17,522052.3,2808393.8,6/13/1975,L,20,,,,,,20,6/13/1975,9,0,1,0,86702,,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230390,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7544,,JOE REE,49,4,9,Incomplete,6/15/1975 14:07,Start,D,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.459778,-80.966847,27:35.2,-80:58:00.65,25.459778,-80.966847,25.459778,-80.966847,17,503332.9,2815860.3,6/15/1975,L,50,,,,,,160,6/16/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230391,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7545,,LOSTMANS,49,4,9,Incomplete,6/15/1975 15:30,Start,F,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.595904,-81.163945,35:45.3,-81:09:50.20,25.595904,-81.163945,25.595905,-81.163945,17,483537.1,2830944.2,6/15/1975,L,50,,,,,,2960,6/15/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230392,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7546,,BROAD LAKE,49,4,9,Incomplete,6/17/1975 10:00,Start,E,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.4848,-81.065512,29:05.3,-81:03:55.84,25.4848,-81.065512,25.4848,-81.065512,17,493415.4,2818632.3,6/17/1975,L,428,,,,,,428,6/17/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230393,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7547,,HORNED SLO,49,4,9,Incomplete,6/24/1975 15:45,Start,D,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.439664,-80.625024,26:22.8,-80:37:30.09,25.439664,-80.625024,25.439664,-80.625024,17,537703.1,2813685.6,6/24/1975,L,5,,,,,,137,6/25/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230394,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7548,,MADIERA SL,49,4,9,Incomplete,6/29/1975 17:15,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.309214,-80.627826,18:33.2,-80:37:40.17,25.309214,-80.627826,25.309214,-80.627826,17,537461.6,2799239.3,6/29/1975,L,5,,,,,,9,7/1/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230395,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7549,,GRAVEYARD,49,4,9,Incomplete,6/29/1975 16:00,Start,E,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.397444,-81.058716,23:50.8,-81:03:31.38,25.397444,-81.058716,25.397445,-81.058716,17,494094.2,2808958.7,6/29/1975,L,10,,,,,,324,7/1/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230396,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7550,,GATOR BAY,49,4,9,Incomplete,6/29/1975 14:05,Start,C,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.622062,-81.055231,37:19.4,-81:03:18.83,25.622062,-81.055231,25.622062,-81.055231,17,494455,2833831.9,6/29/1975,L,2,,,,,,41,6/30/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230397,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7551,,BIG FICUS,49,4,9,Incomplete,7/1/1975 10:00,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.372145,-80.833697,22:19.7,-80:50:01.31,25.372145,-80.833697,25.372145,-80.833697,17,516730.7,2806166.3,7/1/1975,L,8,,,,,,8,7/1/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230398,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7552,,ROYAL PALM,49,4,9,Incomplete,7/5/1975 15:15,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.40654,-80.613152,24:23.5,-80:36:47.35,25.40654,-80.613152,25.40654,-80.613153,17,538907.4,2810021,7/5/1975,L,1,,,,,,1,7/6/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230399,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7553,,JENNINGS P,49,4,9,Incomplete,7/7/1975 18:00,Start,E,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.308695,-80.733365,18:31.3,-80:44:00.11,25.308695,-80.733365,25.308695,-80.733365,17,526838.5,2799156.5,7/7/1975,L,50,,,,,,687,7/9/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230400,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7554,,FAR EAST,49,4,9,Incomplete,7/10/1975 15:25,Start,C,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.276482,-80.695382,16:35.3,-80:41:43.37,25.276482,-80.695382,25.276482,-80.695382,17,530669.9,2795597.6,7/10/1975,L,3,,,,,,29,7/11/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230401,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7555,,WOOD RIVER,49,4,9,Incomplete,7/10/1975 15:25,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.473808,-81.029196,28:25.7,-81:01:45.11,25.473808,-81.029196,25.473808,-81.029196,17,497065.2,2817413.9,7/10/1975,L,1,,,,,,6,7/10/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230402,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7556,,BLOCK M,48,4,8,Incomplete,7/18/1975 0:00,Start,NR,9/25/2009,Human,,,,,,3,,,,,LL,NAD83,25.402902,-80.575522,24:10.4,-80:34:31.88,25.402902,-80.575522,25.402902,-80.575522,17,542693.4,2809629.6,7/18/1975,,,,,,,,,7/18/1975,9,0,1,0,86702,7,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,0.22,1,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230403,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7557,,BLOCK R,48,4,8,Incomplete,7/23/1975 0:00,Start,C,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.385337,-80.591272,23:07.2,-80:35:28.58,25.385337,-80.591272,25.385337,-80.591272,17,541115.3,2807679.5,7/23/1975,,,,,,,,18,7/23/1975,9,0,1,0,86702,7,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,5.28,2,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230404,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7558,,SISAL FIRE,49,4,9,Incomplete,8/17/1975 17:45,Start,C,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.380189,-80.797759,22:48.7,-80:47:51.93,25.380189,-80.797759,25.380189,-80.797759,17,520344.9,2807062,8/17/1975,L,3,,,,,,73,8/18/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230405,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7559,,PINE ISLAN,49,4,9,Incomplete,8/18/1975 14:18,Start,D,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.388423,-80.60448,23:18.3,-80:36:16.13,25.388423,-80.60448,25.388423,-80.60448,17,539785.6,2808017.2,8/18/1975,L,1,,,,,,277,8/19/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230406,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7560,,DEMO STRIK,49,4,9,Incomplete,8/30/1975 13:04,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.327243,-80.837893,19:38.1,-80:50:16.41,25.327243,-80.837893,25.327243,-80.837893,17,516314.6,2801193.6,8/30/1975,L,1,,,,,,1,9/1/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,2/2/2005,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230407,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1975,7561,,BLOCK B,48,4,8,Incomplete,9/10/1975 0:00,Start,E,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.415856,-80.707121,24:57.1,-80:42:25.64,25.415856,-80.707121,25.415856,-80.707121,17,529454.2,2811028.5,9/10/1975,,,,,,,,502,9/10/1975,9,0,1,0,86702,7,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,0.68,3,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230408,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7562,,CATTAIL,49,4,9,Incomplete,10/1/1975 11:15,Start,D,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.206142,-81.095535,12:22.1,-81:05:43.93,25.206142,-81.095535,25.206142,-81.095535,17,490375.8,2787777.3,10/1/1975,L,199,,,,,,199,10/3/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,6,2,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230409,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7563,,L-67,49,4,9,Incomplete,10/1/1975 12:41,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.751835,-80.683092,45:06.6,-80:40:59.13,25.751835,-80.683092,25.751836,-80.683092,17,531781.8,2848239.8,10/1/1975,L,1,,,,,,1,10/6/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230410,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7564,,BLOCK T,48,4,8,Incomplete,10/3/1975 0:00,Start,C,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.380307,-80.591447,22:49.1,-80:35:29.21,25.380307,-80.591447,25.380307,-80.591447,17,541099.4,2807122.5,10/3/1975,,,,,,,,52,10/3/1975,9,0,1,0,86702,7,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,6.42,3,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230411,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7565,,N OF MAIN,48,4,8,Incomplete,10/6/1975 0:00,Start,D,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.400598,-80.796544,24:02.1,-80:47:47.56,25.400598,-80.796544,25.400598,-80.796544,17,520463.6,2809322.2,10/6/1975,,,,,,,,247,10/6/1975,9,0,1,0,86702,3,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,1,3,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230412,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7566,,FICUS,49,4,9,Incomplete,10/10/1975 11:00,Start,B,9/25/2009,Natural,,,,,,3,,,,,LL,NAD83,25.445793,-80.834027,26:44.8,-80:50:02.50,25.445793,-80.834027,25.445793,-80.834027,17,516687.4,2814321.6,10/10/1975,L,1,,,,,,1,10/15/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230413,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7567,,SG10,48,4,8,Incomplete,10/11/1975 0:00,Start,NR,9/25/2009,Human,,,,,,3,,,,,LL,NAD83,25.638667,-80.753688,38:19.2,-80:45:13.28,25.638667,-80.753688,25.638667,-80.753688,17,524725.3,2835692.5,10/11/1975,,,,,,,,,10/11/1975,9,0,1,0,86702,3,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,3.91,1,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230414,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7568,,L67 TO L73,48,4,8,Incomplete,11/10/1975 0:00,Start,C,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.606124,-80.678892,36:22.0,-80:40:44.01,25.606124,-80.678892,25.606124,-80.678892,17,532242.3,2832104.8,11/10/1975,,,,,,,,73,11/10/1975,9,0,1,0,86702,3,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,0.21,2,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230415,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7569,,CANNON,49,4,9,Incomplete,11/10/1975 17:20,Start,C,9/25/2009,Natural,,,,,,6,,,,,LL,NAD83,25.701601,-81.169911,42:05.8,-81:10:11.68,25.701601,-81.169911,25.701601,-81.169911,17,482952.9,2842649.7,11/10/1975,L,12,,,,,,12,11/10/1975,9,0,1,0,86702,,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230416,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7570,,FARMLAND U,48,4,8,Incomplete,11/11/1975 0:00,Start,E,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.37782,-80.664999,22:40.1,-80:39:54.00,25.37782,-80.664999,25.37782,-80.664999,17,533700.9,2806826.5,11/11/1975,,,,,,,,820,11/11/1975,9,0,1,0,86702,1,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,0.27,2,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230417,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7571,,PINE BLOCKS,48,4,8,Incomplete,11/17/1975 0:00,Start,D,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.390414,-80.591264,23:25.5,-80:35:28.55,25.390414,-80.591264,25.390414,-80.591264,17,541114.4,2808241.8,11/17/1975,,,,,,,,117,11/17/1975,9,0,1,0,86702,7,D,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,4.5,2,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230418,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7572,,"FARMLAND UTS 3, 9, 10",48,4,8,Incomplete,11/26/1975 0:00,Start,D,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.394373,-80.710236,23:39.7,-80:42:36.85,25.394373,-80.710236,25.394373,-80.710236,17,529146.1,2808648.9,11/26/1975,,,,,,,,118,11/26/1975,9,0,1,0,86702,1,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,0.15,1,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230419,NPS,SERO,Southeast Region,FLEVP,Everglades National Park,1975,1976,7573,,E. BOUNDAR,48,4,8,Incomplete,11/10/1975 0:00,Start,E,8/15/2018,Human,,,,,,3,,,,,LL,NAD83,25.639681,-80.701829,38:22.8,-80:42:06.58,25.639681,-80.701829,25.639681,-80.701829,17,529930.8,2835815.5,11/10/1975,,,,,,,,598,11/10/1975,9,0,1,0,86702,3,N,1,P,3,,,,,,,,EVER,,,,,,,,,,,,,,,,,,No,,1.84,1,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,3,2,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
